|   z |           k |        P_ks |        P_xq |      P_metal |       P_fid |    estat_ks |    estat_xq | estat_metal | esyst_res_ks | esyst_res_xq |   esyst_dla |  esyst_cont | esyst_metal |
| 2.8 | 3.95689e-02 | 3.43216e+00 |         nan |  1.90489e-01 | 3.82930e+00 | 1.34117e-01 |         nan | 2.79864e-02 |  1.89706e-02 |          nan | 9.90921e-04 | 1.08141e-04 | 1.62461e-02 |
| 2.8 | 4.98144e-02 | 2.25340e+00 |         nan |  1.29630e-01 | 2.37122e+00 | 7.43736e-02 |         nan | 2.18743e-02 |  1.86180e-02 |          nan | 5.84875e-04 | 1.05103e-04 | 1.15562e-02 |
| 2.8 | 6.27126e-02 | 1.13726e+00 |         nan |  7.59978e-02 | 1.37047e+00 | 3.56455e-02 |         nan | 1.09658e-02 |  1.70542e-02 |          nan | 3.48058e-04 | 5.17038e-05 | 8.06974e-03 |
| 2.8 | 7.89504e-02 | 5.82639e-01 |         nan |  6.04672e-02 | 7.41699e-01 | 2.05200e-02 |         nan | 7.05926e-03 |  1.46282e-02 |          nan | 1.79955e-04 | 1.36865e-05 | 5.53194e-03 |
| 2.8 | 9.93927e-02 | 2.73246e-01 |         nan |  4.83420e-02 | 3.78631e-01 | 1.05825e-02 |         nan | 6.52347e-03 |  1.18353e-02 |          nan | 1.00482e-04 | 5.18789e-06 | 3.72281e-03 |
| 2.8 | 1.25128e-01 | 1.25437e-01 |         nan |  3.15319e-02 | 1.83981e-01 | 6.08242e-03 |         nan | 4.36706e-03 |  9.11456e-03 |          nan | 5.07203e-05 | 2.98319e-06 | 2.45946e-03 |
| 2.8 | 1.57527e-01 | 6.93081e-02 |         nan |  1.73770e-02 | 8.58424e-02 | 4.49027e-03 |         nan | 2.75253e-03 |  6.74004e-03 |          nan | 2.89153e-05 | 9.33980e-07 | 1.59508e-03 |
| 2.8 | 1.98315e-01 | 3.87479e-02 |         nan |  1.45849e-02 | 3.87398e-02 | 3.03677e-03 |         nan | 2.64028e-03 |  4.82080e-03 |          nan | 1.55678e-05 | 2.21907e-07 | 1.01555e-03 |
| 2.8 | 2.49663e-01 | 2.26395e-02 |         nan |  7.90755e-03 | 1.70029e-02 | 2.22633e-03 |         nan | 1.26578e-03 |  3.35338e-03 |          nan | 8.33641e-06 | 1.45272e-07 | 6.34735e-04 |
| 2.8 | 3.14307e-01 | 1.27463e-02 |         nan |  4.13853e-03 | 7.28584e-03 | 1.62227e-03 |         nan | 1.00163e-03 |  2.27741e-03 |          nan | 3.62701e-06 | 2.75005e-08 | 3.89457e-04 |
| 2.8 | 3.95690e-01 | 7.45595e-03 |         nan |  2.46983e-03 | 3.05615e-03 | 1.29544e-03 |         nan | 7.46366e-04 |  1.51404e-03 |          nan | 1.16282e-06 | 2.04864e-08 | 2.34586e-04 |
| 3.0 | 1.10000e-03 | 4.96476e+01 | 5.95762e+01 |  3.61690e+00 | 5.84469e+01 | 3.95793e+00 | 9.09619e+00 | 1.59332e+00 |  2.01552e-04 |  4.88279e-03 | 1.85161e-01 | 5.19519e+00 | 3.05176e-01 |
| 3.0 | 3.30000e-03 | 3.95999e+01 | 4.31797e+01 |  1.65355e+00 | 4.81025e+01 | 2.82228e+00 | 6.60566e+00 | 6.80240e-01 |  1.49292e-03 |  3.61674e-02 | 2.15069e-02 | 2.27565e-01 | 2.00427e-01 |
| 3.0 | 5.50000e-03 | 2.71322e+01 | 2.99273e+01 |  9.04110e-01 | 3.84320e+01 | 2.47441e+00 | 3.70488e+00 | 2.85305e-01 |  3.31327e-03 |  8.02674e-02 | 1.33924e-02 | 3.02394e-02 | 1.42835e-01 |
| 3.0 | 7.70000e-03 | 2.59108e+01 | 2.12123e+01 |  6.64389e-01 | 3.15015e+01 | 1.60589e+00 | 3.38971e+00 | 2.53520e-01 |  5.32292e-03 |  1.28954e-01 | 1.06837e-02 | 1.32115e-02 | 1.08730e-01 |
| 3.0 | 9.93927e-03 | 2.56444e+01 | 2.08822e+01 |  1.14748e+00 | 2.62755e+01 | 1.80248e+00 | 2.59465e+00 | 2.51635e-01 |  7.39776e-03 |  1.79218e-01 | 7.53311e-03 | 1.89252e-02 | 8.61048e-02 |
| 3.0 | 1.25128e-02 | 1.98856e+01 | 2.52957e+01 |  6.30422e-01 | 2.17363e+01 | 1.41732e+00 | 2.50676e+00 | 1.98501e-01 |  9.69916e-03 |  2.34972e-01 | 5.78219e-03 | 6.17915e-03 | 6.84183e-02 |
| 3.0 | 1.57527e-02 | 1.84241e+01 | 1.57530e+01 |  6.48505e-01 | 1.74663e+01 | 1.02729e+00 | 1.78244e+00 | 1.29515e-01 |  1.23524e-02 |  2.99248e-01 | 4.76578e-03 | 3.63827e-03 | 5.33694e-02 |
| 3.0 | 1.98315e-02 | 1.15995e+01 | 1.17385e+01 |  2.49140e-01 | 1.35526e+01 | 6.31952e-01 | 9.01565e-01 | 6.75175e-02 |  1.51905e-02 |  3.68005e-01 | 3.70379e-03 | 1.99773e-03 | 4.08684e-02 |
| 3.0 | 2.49663e-02 | 9.67777e+00 | 8.59528e+00 |  4.45939e-01 | 1.00765e+01 | 5.05895e-01 | 7.79503e-01 | 8.03035e-02 |  1.79002e-02 |  4.33649e-01 | 2.56159e-03 | 2.27090e-03 | 3.07225e-02 |
| 3.0 | 3.14307e-02 | 6.84799e+00 | 6.48835e+00 |  1.68821e-01 | 7.11467e+00 | 2.96583e-01 | 5.61504e-01 | 3.21640e-02 |  2.00310e-02 |  4.85272e-01 | 1.77593e-03 | 4.61461e-04 | 2.26726e-02 |
| 3.0 | 3.95689e-02 | 4.38749e+00 | 4.58514e+00 |  1.79340e-01 | 4.72847e+00 | 1.66058e-01 | 6.12186e-01 | 2.94576e-02 |  2.10993e-02 |  5.11153e-01 | 1.22360e-03 | 1.33534e-04 | 1.64256e-02 |
| 3.0 | 4.98144e-02 | 2.74560e+00 | 3.08406e+00 |  1.11280e-01 | 2.93895e+00 | 1.01598e-01 | 4.14280e-01 | 2.11711e-02 |  2.07845e-02 |  5.03527e-01 | 7.24909e-04 | 1.30267e-04 | 1.16820e-02 |
| 3.0 | 6.27126e-02 | 1.49749e+00 | 1.54174e+00 |  7.85429e-02 | 1.70494e+00 | 4.42090e-02 | 3.03840e-01 | 1.03556e-02 |  1.91099e-02 |  4.62956e-01 | 4.33003e-04 | 6.43225e-05 | 8.15615e-03 |
| 3.0 | 7.89504e-02 | 7.20225e-01 | 9.73734e-01 |  5.79474e-02 | 9.26161e-01 | 2.48440e-02 | 1.64951e-01 | 7.98855e-03 |  1.64526e-02 |  3.98581e-01 | 2.24711e-04 | 1.70903e-05 | 5.59022e-03 |
| 3.0 | 9.93927e-02 | 3.21754e-01 | 5.70310e-01 |  3.80288e-02 | 4.74564e-01 | 1.21412e-02 | 1.21053e-01 | 6.10782e-03 |  1.33611e-02 |  3.23687e-01 | 1.25940e-04 | 6.50232e-06 | 3.76139e-03 |
| 3.0 | 1.25128e-01 | 1.48660e-01 |         nan |  2.83600e-02 | 2.31457e-01 | 6.36973e-03 |         nan | 3.97571e-03 |  1.03281e-02 |          nan | 6.38086e-05 | 3.75300e-06 | 2.48452e-03 |
| 3.0 | 1.57527e-01 | 7.23981e-02 |         nan |  2.20672e-02 | 1.08397e-01 | 4.21854e-03 |         nan | 2.94993e-03 |  7.66596e-03 |          nan | 3.65127e-05 | 1.17938e-06 | 1.61106e-03 |
| 3.0 | 1.98315e-01 | 3.94048e-02 |         nan |  1.22408e-02 | 4.91013e-02 | 3.47181e-03 |         nan | 2.06609e-03 |  5.50352e-03 |          nan | 1.97315e-05 | 2.81259e-07 | 1.02555e-03 |
| 3.0 | 2.49663e-01 | 2.21302e-02 |         nan |  9.12259e-03 | 2.16310e-02 | 2.10782e-03 |         nan | 1.32568e-03 |  3.84259e-03 |          nan | 1.06055e-05 | 1.84814e-07 | 6.40876e-04 |
| 3.0 | 3.14307e-01 | 1.10126e-02 |         nan |  7.09036e-03 | 9.30365e-03 | 1.19826e-03 |         nan | 1.48837e-03 |  2.61940e-03 |          nan | 4.63151e-06 | 3.51168e-08 | 3.93158e-04 |
| 3.0 | 3.95690e-01 | 6.46101e-03 |         nan |  4.11116e-03 | 3.91713e-03 | 7.58441e-04 |         nan | 8.19639e-04 |  1.74790e-03 |          nan | 1.49041e-06 | 2.62578e-08 | 2.36775e-04 |
| 3.2 | 1.10000e-03 | 6.16907e+01 | 6.37876e+01 |  5.73743e+00 | 6.75974e+01 | 7.47212e+00 | 7.69546e+00 | 1.63716e+00 |  2.65831e-04 |  5.41097e-03 | 2.14150e-01 | 6.00855e+00 | 3.09162e-01 |
| 3.2 | 3.30000e-03 | 4.23757e+01 | 5.21363e+01 |  3.11574e+00 | 5.65827e+01 | 5.68038e+00 | 6.10871e+00 | 7.10985e-01 |  2.00264e-03 |  4.07635e-02 | 2.52985e-02 | 2.67683e-01 | 2.02888e-01 |
| 3.2 | 5.50000e-03 | 4.68537e+01 | 3.60370e+01 |  1.65938e+00 | 4.55644e+01 | 4.79268e+00 | 3.97839e+00 | 4.03328e-01 |  4.47960e-03 |  9.11823e-02 | 1.58778e-02 | 3.58514e-02 | 1.44536e-01 |
| 3.2 | 7.70000e-03 | 2.74545e+01 | 3.43904e+01 |  1.75494e+00 | 3.75417e+01 | 3.35520e+00 | 3.68032e+00 | 5.59871e-01 |  7.23412e-03 |  1.47250e-01 | 1.27322e-02 | 1.57448e-02 | 1.10000e-01 |
| 3.2 | 9.93927e-03 | 2.64409e+01 | 2.75255e+01 |  1.54272e+00 | 3.14371e+01 | 3.13699e+00 | 2.88851e+00 | 2.54850e-01 |  1.00935e-02 |  2.05452e-01 | 9.01291e-03 | 2.26429e-02 | 8.70944e-02 |
| 3.2 | 1.25128e-02 | 2.40357e+01 | 1.82414e+01 |  1.75564e+00 | 2.60986e+01 | 1.82926e+00 | 2.18494e+00 | 3.89565e-01 |  1.32806e-02 |  2.70325e-01 | 6.94262e-03 | 7.41924e-03 | 6.91934e-02 |
| 3.2 | 1.57527e-02 | 1.75336e+01 | 1.82821e+01 |  8.13248e-01 | 2.10462e+01 | 1.58870e+00 | 1.46849e+00 | 1.30341e-01 |  1.69735e-02 |  3.45495e-01 | 5.74255e-03 | 4.38396e-03 | 5.39653e-02 |
| 3.2 | 1.98315e-02 | 1.53173e+01 | 1.76293e+01 |  2.96580e-01 | 1.63883e+01 | 1.07330e+00 | 1.09853e+00 | 6.10613e-02 |  2.09476e-02 |  4.26387e-01 | 4.47875e-03 | 2.41573e-03 | 4.13180e-02 |
| 3.2 | 2.49663e-02 | 1.22779e+01 | 1.25379e+01 |  5.54476e-01 | 1.22281e+01 | 7.74810e-01 | 9.56248e-01 | 9.67136e-02 |  2.47719e-02 |  5.04230e-01 | 3.10857e-03 | 2.75581e-03 | 3.10555e-02 |
| 3.2 | 3.14307e-02 | 8.52416e+00 | 9.97606e+00 |  2.18141e-01 | 8.66455e+00 | 4.55355e-01 | 6.01383e-01 | 3.61115e-02 |  2.78192e-02 |  5.66259e-01 | 2.16281e-03 | 5.61987e-04 | 2.29146e-02 |
| 3.2 | 3.95689e-02 | 5.42246e+00 | 7.57807e+00 |  2.31536e-01 | 5.77899e+00 | 2.83721e-01 | 5.99074e-01 | 3.44353e-02 |  2.94070e-02 |  5.98578e-01 | 1.49545e-03 | 1.63201e-04 | 1.65982e-02 |
| 3.2 | 4.98144e-02 | 3.60932e+00 | 4.71421e+00 |  1.58815e-01 | 3.60465e+00 | 1.72799e-01 | 3.70934e-01 | 2.27472e-02 |  2.90712e-02 |  5.91742e-01 | 8.89108e-04 | 1.59774e-04 | 1.18028e-02 |
| 3.2 | 6.27126e-02 | 1.99344e+00 | 2.97867e+00 |  1.13824e-01 | 2.09856e+00 | 8.97942e-02 | 4.17683e-01 | 1.45993e-02 |  2.68238e-02 |  5.45997e-01 | 5.32970e-04 | 7.91724e-05 | 8.23919e-03 |
| 3.2 | 7.89504e-02 | 9.05078e-01 | 1.73080e+00 |  7.78260e-02 | 1.14403e+00 | 3.97733e-02 | 2.15453e-01 | 1.03475e-02 |  2.31760e-02 |  4.71745e-01 | 2.77572e-04 | 2.11107e-05 | 5.64623e-03 |
| 3.2 | 9.93927e-02 | 4.19158e-01 | 9.48294e-01 |  5.59277e-02 | 5.88283e-01 | 2.17789e-02 | 1.60206e-01 | 7.08977e-03 |  1.88880e-02 |  3.84463e-01 | 1.56119e-04 | 8.06046e-06 | 3.79846e-03 |
| 3.2 | 1.25128e-01 | 1.86549e-01 |         nan |  4.26672e-02 | 2.87940e-01 | 1.08763e-02 |         nan | 5.49439e-03 |  1.46522e-02 |          nan | 7.93799e-05 | 4.66886e-06 | 2.50860e-03 |
| 3.2 | 1.57527e-01 | 9.14423e-02 |         nan |  2.53317e-02 | 1.35329e-01 | 7.67242e-03 |         nan | 3.12781e-03 |  1.09141e-02 |          nan | 4.55843e-05 | 1.47240e-06 | 1.62641e-03 |
| 3.2 | 1.98315e-01 | 4.31851e-02 |         nan |  1.40525e-02 | 6.15183e-02 | 4.79831e-03 |         nan | 1.76611e-03 |  7.86328e-03 |          nan | 2.47214e-05 | 3.52386e-07 | 1.03515e-03 |
| 3.2 | 2.49663e-01 | 2.62565e-02 |         nan |  8.11327e-03 | 2.71975e-02 | 3.99724e-03 |         nan | 1.27171e-03 |  5.50968e-03 |          nan | 1.33348e-05 | 2.32374e-07 | 6.46771e-04 |
| 3.2 | 3.14307e-01 | 1.48741e-02 |         nan |  4.71826e-03 | 1.17394e-02 | 2.71121e-03 |         nan | 1.08535e-03 |  3.76916e-03 |          nan | 5.84406e-06 | 4.43105e-08 | 3.96711e-04 |
| 3.2 | 3.95690e-01 | 7.59760e-03 |         nan |  2.95496e-03 | 4.96021e-03 | 1.39930e-03 |         nan | 6.96372e-04 |  2.52406e-03 |          nan | 1.88729e-06 | 3.32499e-08 | 2.38876e-04 |
| 3.4 | 1.10000e-03 | 7.22576e+01 | 7.94534e+01 |  8.72525e+00 | 7.76531e+01 | 1.07073e+01 | 8.85773e+00 | 2.41243e+00 |  2.87916e-04 |  5.21401e-03 | 2.46007e-01 | 6.90237e+00 | 3.13012e-01 |
| 3.4 | 3.30000e-03 | 6.27933e+01 | 5.57434e+01 |  3.12443e+00 | 6.60570e+01 | 8.93449e+00 | 5.36056e+00 | 5.99306e-01 |  2.20429e-03 |  3.99186e-02 | 2.95345e-02 | 3.12505e-01 | 2.05263e-01 |
| 3.4 | 5.50000e-03 | 3.30568e+01 | 5.46734e+01 |  1.36627e+00 | 5.35942e+01 | 6.12393e+00 | 5.02498e+00 | 2.91715e-01 |  4.96780e-03 |  8.99646e-02 | 1.86760e-02 | 4.21696e-02 | 1.46178e-01 |
| 3.4 | 7.70000e-03 | 4.96292e+01 | 4.16671e+01 |  1.02964e+00 | 4.43764e+01 | 6.17611e+00 | 3.79186e+00 | 2.29292e-01 |  8.06224e-03 |  1.46003e-01 | 1.50502e-02 | 1.86112e-02 | 1.11224e-01 |
| 3.4 | 9.93927e-03 | 3.88914e+01 | 3.79254e+01 |  1.61950e+00 | 3.73000e+01 | 5.44486e+00 | 3.18073e+00 | 2.87150e-01 |  1.12912e-02 |  2.04478e-01 | 1.06938e-02 | 2.68657e-02 | 8.80486e-02 |
| 3.4 | 1.25128e-02 | 2.64136e+01 | 3.22774e+01 |  1.29322e+00 | 3.10708e+01 | 3.27457e+00 | 2.88074e+00 | 2.53254e-01 |  1.49067e-02 |  2.69954e-01 | 8.26529e-03 | 8.83272e-03 | 6.99407e-02 |
| 3.4 | 1.57527e-02 | 2.45150e+01 | 2.52203e+01 |  6.93872e-01 | 2.51406e+01 | 2.42323e+00 | 1.60224e+00 | 1.19531e-01 |  1.91164e-02 |  3.46189e-01 | 6.85975e-03 | 5.23684e-03 | 5.45396e-02 |
| 3.4 | 1.98315e-02 | 1.58032e+01 | 1.97751e+01 |  3.48498e-01 | 1.96430e+01 | 1.40225e+00 | 1.40356e+00 | 7.00365e-02 |  2.36721e-02 |  4.28691e-01 | 5.36820e-03 | 2.89548e-03 | 4.17513e-02 |
| 3.4 | 2.49663e-02 | 1.47004e+01 | 1.57629e+01 |  3.91829e-01 | 1.47062e+01 | 1.12810e+00 | 7.95653e-01 | 6.18522e-02 |  2.80886e-02 |  5.08671e-01 | 3.73853e-03 | 3.31428e-03 | 3.13763e-02 |
| 3.4 | 3.14307e-02 | 1.01823e+01 | 1.15180e+01 |  1.76667e-01 | 1.04557e+01 | 7.11522e-01 | 7.24428e-01 | 2.23435e-02 |  3.16508e-02 |  5.73182e-01 | 2.60992e-03 | 6.78165e-04 | 2.31478e-02 |
| 3.4 | 3.95689e-02 | 7.84565e+00 | 8.36940e+00 |  1.72582e-01 | 6.99728e+00 | 4.86463e-01 | 4.43824e-01 | 2.34301e-02 |  3.35706e-02 |  6.07948e-01 | 1.81071e-03 | 1.97606e-04 | 1.67645e-02 |
| 3.4 | 4.98144e-02 | 4.24449e+00 | 5.97239e+00 |  1.28869e-01 | 4.37934e+00 | 2.61794e-01 | 3.57027e-01 | 1.76756e-02 |  3.32996e-02 |  6.03040e-01 | 1.08019e-03 | 1.94112e-04 | 1.19192e-02 |
| 3.4 | 6.27126e-02 | 2.33269e+00 | 3.92592e+00 |  8.21203e-02 | 2.55820e+00 | 1.47632e-01 | 3.32594e-01 | 1.12397e-02 |  3.08294e-02 |  5.58306e-01 | 6.49706e-04 | 9.65135e-05 | 8.31916e-03 |
| 3.4 | 7.89504e-02 | 1.09503e+00 | 2.35494e+00 |  7.54579e-02 | 1.39933e+00 | 7.58595e-02 | 2.90538e-01 | 8.41677e-03 |  2.67270e-02 |  4.84014e-01 | 3.39514e-04 | 2.58217e-05 | 5.70015e-03 |
| 3.4 | 9.93927e-02 | 5.11690e-01 | 1.41484e+00 |  5.27356e-02 | 7.22000e-01 | 2.92542e-02 | 2.14029e-01 | 6.53745e-03 |  2.18558e-02 |  3.95799e-01 | 1.91605e-04 | 9.89261e-06 | 3.83414e-03 |
| 3.4 | 1.25128e-01 | 2.23904e-01 |         nan |  3.20349e-02 | 3.54586e-01 | 1.40129e-02 |         nan | 3.85031e-03 |  1.70119e-02 |          nan | 9.77530e-05 | 5.74950e-06 | 2.53177e-03 |
| 3.4 | 1.57527e-01 | 1.03881e-01 |         nan |  1.88443e-02 | 1.67216e-01 | 9.38961e-03 |         nan | 2.19650e-03 |  1.27148e-02 |          nan | 5.63253e-05 | 1.81934e-06 | 1.64118e-03 |
| 3.4 | 1.98315e-01 | 5.16136e-02 |         nan |  1.03206e-02 | 7.62712e-02 | 6.91586e-03 |         nan | 1.24768e-03 |  9.19160e-03 |          nan | 3.06499e-05 | 4.36893e-07 | 1.04439e-03 |
| 3.4 | 2.49663e-01 | 2.03386e-02 |         nan |  7.16684e-03 | 3.38340e-02 | 3.60612e-03 |         nan | 9.82420e-04 |  6.46224e-03 |          nan | 1.65886e-05 | 2.89076e-07 | 6.52444e-04 |
| 3.4 | 3.14307e-01 | 1.02414e-02 |         nan |  3.93089e-03 | 1.46534e-02 | 1.93107e-03 |         nan | 7.60265e-04 |  4.43576e-03 |          nan | 7.29470e-06 | 5.53095e-08 | 4.00128e-04 |
| 3.4 | 3.95690e-01 | 6.54558e-03 |         nan |  1.47790e-03 | 6.21243e-03 | 1.48136e-03 |         nan | 4.69135e-04 |  2.98052e-03 |          nan | 2.36374e-06 | 4.16440e-08 | 2.40896e-04 |
| 3.6 | 1.10000e-03 | 9.12011e+01 | 1.02011e+02 |  4.77838e+00 | 8.86563e+01 | 1.20355e+01 | 1.28907e+01 | 1.48700e+00 |  3.25742e-04 |  2.68514e-03 | 2.80866e-01 | 7.88042e+00 | 3.16735e-01 |
| 3.6 | 3.30000e-03 | 6.00709e+01 | 5.92829e+01 |  2.60239e+00 | 7.65888e+01 | 8.62362e+00 | 7.49682e+00 | 5.90209e-01 |  2.53262e-03 |  2.08768e-02 | 3.42433e-02 | 3.62329e-01 | 2.07558e-01 |
| 3.6 | 5.50000e-03 | 4.71627e+01 | 4.21974e+01 |  1.32727e+00 | 6.25859e+01 | 6.82217e+00 | 6.26089e+00 | 2.98877e-01 |  5.74884e-03 |  4.73886e-02 | 2.18093e-02 | 4.92445e-02 | 1.47764e-01 |
| 3.6 | 7.70000e-03 | 4.13612e+01 | 4.20070e+01 |  9.68046e-01 | 5.20669e+01 | 7.08258e+00 | 5.06359e+00 | 2.29203e-01 |  9.37392e-03 |  7.72706e-02 | 1.76584e-02 | 2.18366e-02 | 1.12406e-01 |
| 3.6 | 9.93927e-03 | 3.27765e+01 | 4.07276e+01 |  1.17581e+00 | 4.39211e+01 | 5.15842e+00 | 4.51035e+00 | 2.66699e-01 |  1.31753e-02 |  1.08606e-01 | 1.25920e-02 | 3.16346e-02 | 8.89701e-02 |
| 3.6 | 1.25128e-02 | 3.22845e+01 | 3.22415e+01 |  1.37591e+00 | 3.67045e+01 | 3.56632e+00 | 3.47279e+00 | 2.94832e-01 |  1.74504e-02 |  1.43847e-01 | 9.76396e-03 | 1.04343e-02 | 7.06622e-02 |
| 3.6 | 1.57527e-02 | 2.80086e+01 | 2.83474e+01 |  6.47964e-01 | 2.97952e+01 | 3.04585e+00 | 2.25511e+00 | 1.15566e-01 |  2.24509e-02 |  1.85066e-01 | 8.12979e-03 | 6.20641e-03 | 5.50942e-02 |
| 3.6 | 1.98315e-02 | 2.05464e+01 | 2.31097e+01 |  3.33151e-01 | 2.33551e+01 | 1.65838e+00 | 2.23055e+00 | 7.96266e-02 |  2.78912e-02 |  2.29912e-01 | 6.38268e-03 | 3.44266e-03 | 4.21695e-02 |
| 3.6 | 2.49663e-02 | 1.63464e+01 | 1.83092e+01 |  4.94293e-01 | 1.75419e+01 | 1.33792e+00 | 1.52760e+00 | 8.03533e-02 |  3.32020e-02 |  2.73689e-01 | 4.45942e-03 | 3.95336e-03 | 3.16860e-02 |
| 3.6 | 3.14307e-02 | 1.27348e+01 | 1.40789e+01 |  2.11973e-01 | 1.25122e+01 | 7.67297e-01 | 8.52741e-01 | 2.79269e-02 |  3.75338e-02 |  3.09397e-01 | 3.12325e-03 | 8.11550e-04 | 2.33728e-02 |
| 3.6 | 3.95689e-02 | 9.07649e+00 | 9.00285e+00 |  1.96759e-01 | 8.40064e+00 | 6.56141e-01 | 5.70110e-01 | 2.81549e-02 |  3.99392e-02 |  3.29225e-01 | 2.17386e-03 | 2.37238e-04 | 1.69250e-02 |
| 3.6 | 4.98144e-02 | 6.04173e+00 | 7.05309e+00 |  1.40079e-01 | 5.27467e+00 | 3.13526e-01 | 4.55104e-01 | 2.04212e-02 |  3.97450e-02 |  3.27624e-01 | 1.30103e-03 | 2.33797e-04 | 1.20315e-02 |
| 3.6 | 6.27126e-02 | 3.27717e+00 | 4.19456e+00 |  7.79985e-02 | 3.09118e+00 | 1.95055e-01 | 3.28622e-01 | 1.05586e-02 |  3.69158e-02 |  3.04302e-01 | 7.85067e-04 | 1.16621e-04 | 8.39630e-03 |
| 3.6 | 7.89504e-02 | 1.67070e+00 | 2.90506e+00 |  5.70569e-02 | 1.69634e+00 | 8.45185e-02 | 2.89743e-01 | 8.39219e-03 |  3.21071e-02 |  2.64664e-01 | 4.11576e-04 | 3.13024e-05 | 5.75216e-03 |
| 3.6 | 9.93927e-02 | 7.02789e-01 | 1.62893e+00 |  4.95308e-02 | 8.78078e-01 | 4.22769e-02 | 2.17747e-01 | 6.99918e-03 |  2.63403e-02 |  2.17127e-01 | 2.33025e-04 | 1.20311e-05 | 3.86855e-03 |
| 3.6 | 1.25128e-01 | 3.27704e-01 |         nan |  3.17435e-02 | 4.32635e-01 | 1.74714e-02 |         nan | 4.41881e-03 |  2.05688e-02 |          nan | 1.19269e-04 | 7.01502e-06 | 2.55411e-03 |
| 3.6 | 1.57527e-01 | 1.45202e-01 |         nan |  1.90829e-02 | 2.04682e-01 | 1.01797e-02 |         nan | 2.42631e-03 |  1.54229e-02 |          nan | 6.89455e-05 | 2.22698e-06 | 1.65542e-03 |
| 3.6 | 1.98315e-01 | 7.09508e-02 |         nan |  1.17045e-02 | 9.36626e-02 | 8.40618e-03 |         nan | 1.69837e-03 |  1.11854e-02 |          nan | 3.76387e-05 | 5.36513e-07 | 1.05329e-03 |
| 3.6 | 2.49663e-01 | 3.82608e-02 |         nan |  6.54458e-03 | 4.16833e-02 | 4.79101e-03 |         nan | 1.29600e-03 |  7.88948e-03 |          nan | 2.04371e-05 | 3.56140e-07 | 6.57910e-04 |
| 3.6 | 3.14307e-01 | 2.14236e-02 |         nan |  2.87995e-03 | 1.81113e-02 | 2.98308e-03 |         nan | 7.13474e-04 |  5.43296e-03 |          nan | 9.01612e-06 | 6.83615e-08 | 4.03421e-04 |
| 3.6 | 3.95690e-01 | 1.27819e-02 |         nan |  1.27039e-03 | 7.70329e-03 | 2.24544e-03 |         nan | 5.05333e-04 |  3.66238e-03 |          nan | 2.93099e-06 | 5.16377e-08 | 2.42843e-04 |
| 3.8 | 1.10000e-03 | 1.17764e+02 | 1.24696e+02 |  3.41128e+00 | 1.00649e+02 | 1.26102e+01 | 1.51162e+01 | 1.20781e+00 |  3.27024e-04 |  3.09936e-03 | 3.18860e-01 | 8.94646e+00 | 3.20340e-01 |
| 3.8 | 3.30000e-03 | 7.39112e+01 | 1.00516e+02 |  1.47583e+00 | 8.82422e+01 | 1.07725e+01 | 9.51548e+00 | 5.49808e-01 |  2.58040e-03 |  2.44557e-02 | 3.94536e-02 | 4.17459e-01 | 2.09779e-01 |
| 3.8 | 5.50000e-03 | 7.07966e+01 | 6.85250e+01 |  1.05658e+00 | 7.26053e+01 | 9.70104e+00 | 8.16782e+00 | 3.83057e-01 |  5.89764e-03 |  5.58945e-02 | 2.53007e-02 | 5.71280e-02 | 1.49299e-01 |
| 3.8 | 7.70000e-03 | 4.86708e+01 | 4.64176e+01 |  1.14907e+00 | 6.06759e+01 | 6.60261e+00 | 6.74396e+00 | 4.35000e-01 |  9.66008e-03 |  9.15532e-02 | 2.05782e-02 | 2.54471e-02 | 1.13550e-01 |
| 3.8 | 9.93927e-03 | 4.92056e+01 | 4.95497e+01 |  9.58488e-01 | 5.13591e+01 | 6.16141e+00 | 5.28259e+00 | 3.56143e-01 |  1.36242e-02 |  1.29123e-01 | 1.47245e-02 | 3.69919e-02 | 8.98614e-02 |
| 3.8 | 1.25128e-02 | 3.48724e+01 | 4.01213e+01 |  8.44637e-01 | 4.30534e+01 | 4.39846e+00 | 4.81681e+00 | 2.81349e-01 |  1.81009e-02 |  1.71551e-01 | 1.14528e-02 | 1.22391e-02 | 7.13600e-02 |
| 3.8 | 1.57527e-02 | 3.19085e+01 | 3.25100e+01 |  5.36419e-01 | 3.50573e+01 | 3.29002e+00 | 3.97463e+00 | 1.39640e-01 |  2.33599e-02 |  2.21392e-01 | 9.56555e-03 | 7.30250e-03 | 5.56304e-02 |
| 3.8 | 1.98315e-02 | 2.39651e+01 | 2.45349e+01 |  3.33152e-01 | 2.75648e+01 | 2.11777e+00 | 2.04694e+00 | 8.93211e-02 |  2.91104e-02 |  2.75893e-01 | 7.53316e-03 | 4.06321e-03 | 4.25739e-02 |
| 3.8 | 2.49663e-02 | 1.92476e+01 | 2.00512e+01 |  3.77889e-01 | 2.07680e+01 | 1.73150e+00 | 1.77791e+00 | 1.02826e-01 |  3.47606e-02 |  3.29443e-01 | 5.27954e-03 | 4.68041e-03 | 3.19853e-02 |
| 3.8 | 3.14307e-02 | 1.33112e+01 | 1.60597e+01 |  1.70284e-01 | 1.48592e+01 | 9.73570e-01 | 1.22814e+00 | 4.27697e-02 |  3.94175e-02 |  3.73578e-01 | 3.70909e-03 | 9.63777e-04 | 2.35902e-02 |
